age,gender,marital_status,education_level,annual_income,employment_status,debt_to_income_ratio,credit_score,loan_amount,loan_purpose,interest_rate,loan_term,num_of_open_accounts,total_credit_limit,current_balance,delinquency_history,credit_utilization,loan_to_income
63,Female,Single,High School,39911.98,Employed,0.052,706,22537.34,Debt consolidation,11.24,36,6,59221.24,4361.52,2,0.07364790065186073,0.5646760696913558
63,Female,Married,High School,29521.31,Self-employed,0.062,663,16383.01,Other,12.83,36,3,39071.33,21933.09,3,0.5613602096473296,0.5549553864648961
72,Female,Single,High School,30565.32,Unemployed,0.031,657,18413.67,Car,13.24,36,5,27041.62,10741.01,2,0.3972029042638718,0.6024366831428559
63,Female,Divorced,Master's,21834.32,Employed,0.3,745,11567.5,Medical,8.14,36,5,22850.8,5220.62,1,0.22846552418296076,0.5297852188664451
30,Female,Divorced,Bachelor's,31283.13,Self-employed,0.182,734,5004.91,Business,9.91,36,10,45310.42,14813.65,0,0.32693693856733175,0.15998750764389624
53,Female,Single,High School,42048.22,Employed,0.189,570,10183.07,Car,17.75,36,3,47712.55,6654.91,3,0.13947923554704159,0.24217600649920495
37,Male,Divorced,Bachelor's,107143.03,Employed,0.139,576,19446.89,Debt consolidation,14.33,36,4,92096.45,47062.95,1,0.5110180685574742,0.181504013840191
55,Female,Married,Master's,15293.46,Employed,0.078,629,12093.55,Home,15.72,36,12,19874.27,17801.98,1,0.8957300066870381,0.7907661183277035
34,Female,Single,High School,22765.57,Employed,0.166,765,13181.88,Other,9.48,60,3,21135.1,10574.73,3,0.5003397192348273,0.5790270131606632
39,Male,Single,Bachelor's,47955.69,Employed,0.055,744,13885.23,Debt consolidation,8.96,36,7,69195.03,41868.1,3,0.6050738037110469,0.2895429092981458
53,Male,Divorced,Bachelor's,22662.09,Retired,0.049,752,13620.42,Debt consolidation,10.96,36,4,24336.31,23032.66,1,0.946431895385948,0.6010222358132017
26,Female,Single,High School,54367.28,Employed,0.056,832,28568.92,Other,9.15,60,4,49299.37,8884.42,1,0.18021366195957472,0.5254800313718104
28,Female,Single,Bachelor's,29389.22,Unemployed,0.264,640,500.0,Debt consolidation,14.76,60,5,38274.08,25998.55,3,0.6792730223691855,0.017013040836061658
28,Female,Divorced,High School,36203.81,Self-employed,0.046,641,4245.77,Car,12.83,60,6,41550.9,30660.73,2,0.737907722817075,0.11727412114912769
49,Male,Single,Bachelor's,48696.44,Retired,0.072,727,19641.68,Vacation,10.4,36,3,71854.86,7185.49,1,0.10000005566777251,0.4033494029543022
46,Female,Married,Master's,32648.84,Unemployed,0.134,664,500.0,Home,12.49,36,5,38264.17,10441.49,2,0.2728790406273023,0.015314479779373478
70,Female,Single,Bachelor's,23131.96,Self-employed,0.158,523,5870.13,Debt consolidation,17.39,36,7,38086.02,28630.49,5,0.7517322629143188,0.253767082426219
41,Female,Single,Other,94753.62,Unemployed,0.033,718,18872.25,Business,12.17,36,7,81352.1,28767.45,4,0.3536165630635226,0.19917181000578132
72,Female,Single,Other,21466.32,Self-employed,0.149,698,12901.62,Debt consolidation,10.34,60,7,29022.94,20798.08,2,0.7166083105295329,0.6010168487192962
55,Female,Single,Master's,48759.11,Employed,0.134,628,17704.48,Debt consolidation,10.84,60,7,63131.06,14248.95,2,0.22570427298385298,0.36310096718336327
27,Female,Married,Bachelor's,47860.83,Employed,0.41,580,22362.63,Debt consolidation,17.11,36,3,40677.19,16760.91,4,0.4120468990114607,0.46724283720111
30,Female,Single,Master's,69173.41,Self-employed,0.052,654,31702.11,Debt consolidation,14.83,36,4,85928.49,5190.05,2,0.060399641608970434,0.4582990776369128
48,Female,Married,High School,23883.85,Student,0.115,763,27915.05,Debt consolidation,8.66,36,1,22949.51,16336.54,2,0.7118470067552641,1.1687835085214486
37,Female,Divorced,Bachelor's,48411.85,Employed,0.244,626,10828.7,Car,12.65,36,8,76052.6,21068.68,2,0.2770277413263978,0.22367870676291035
41,Male,Widowed,Bachelor's,49605.06,Self-employed,0.093,720,24716.29,Debt consolidation,13.04,36,7,36870.27,23101.48,2,0.6265611833056823,0.49826146768091806
70,Male,Married,Master's,48886.59,Employed,0.108,593,1678.79,Debt consolidation,15.6,36,3,57558.12,43312.46,1,0.7524995604442952,0.03434050114765624
25,Female,Single,Master's,73762.91,Employed,0.278,687,30159.36,Debt consolidation,12.98,36,5,87792.14,54839.07,4,0.6246466938839855,0.4088689017285245
74,Male,Married,High School,17142.54,Employed,0.055,692,5697.67,Car,11.01,36,9,21288.33,9398.39,0,0.4414808488970247,0.3323702321826287
28,Male,Married,High School,30819.25,Employed,0.344,754,15148.91,Debt consolidation,4.8,36,4,34384.1,27296.27,5,0.7938631518637975,0.4915405144511953
50,Male,Single,Bachelor's,26221.78,Student,0.159,589,17555.57,Home,9.93,60,7,32266.45,3268.31,1,0.10129127933193766,0.6695033670483087
30,Female,Divorced,Bachelor's,98141.0,Employed,0.173,645,12734.82,Car,12.48,36,4,74598.16,65477.03,1,0.8777298260439668,0.12976044670423167
72,Male,Single,Bachelor's,21065.76,Employed,0.232,764,14835.4,Debt consolidation,10.3,36,5,26689.06,19110.39,2,0.7160383318108617,0.7042423344802182
29,Female,Single,Bachelor's,54950.23,Employed,0.379,719,500.0,Debt consolidation,10.54,36,3,51046.63,6836.03,2,0.13391736143992267,0.00909914298811852
62,Male,Married,Master's,31637.22,Employed,0.416,759,500.0,Other,10.71,36,8,51969.07,6373.2,4,0.12263448239500918,0.01580416989861941
69,Male,Married,Master's,90837.57,Retired,0.254,577,16720.35,Car,10.6,36,7,130348.33,68307.27,2,0.524036403074746,0.1840686623387217
60,Male,Married,High School,33049.23,Employed,0.176,630,3523.71,Home,11.14,60,2,25794.9,17970.95,1,0.6966861666453447,0.10662003320500961
63,Male,Single,Master's,81102.23,Employed,0.23,700,500.0,Debt consolidation,11.79,36,4,53196.2,48112.14,3,0.9044281358442897,0.006165058593333377
35,Female,Married,PhD,13164.43,Employed,0.143,636,8485.89,Medical,11.36,36,7,26218.79,2956.99,4,0.11278132972574248,0.6446074763586421
21,Female,Divorced,Master's,48362.15,Self-employed,0.049,661,24920.03,Car,13.65,36,7,44361.42,19646.3,0,0.4428690515317138,0.5152796143264929
29,Female,Divorced,High School,71906.23,Unemployed,0.37,698,19965.74,Home,11.02,36,6,42913.14,27777.79,1,0.6473026676677587,0.277663562670439
59,Male,Married,High School,12533.59,Employed,0.172,635,19688.47,Debt consolidation,14.3,36,5,20183.56,10214.87,3,0.5060985277126533,1.5708563946961724
49,Female,Divorced,High School,49276.9,Self-employed,0.353,689,7197.49,Education,10.67,60,6,44630.94,8367.63,2,0.18748495998515824,0.14606215082523452
30,Other,Married,Master's,54101.96,Unemployed,0.189,738,11059.5,Debt consolidation,12.26,36,6,47112.78,17807.78,1,0.37798194035673544,0.2044195811020525
64,Female,Single,Bachelor's,55163.44,Employed,0.222,672,14866.26,Medical,15.37,60,5,58773.97,53617.54,5,0.9122667738796614,0.2694947958285415
67,Female,Divorced,Bachelor's,26219.25,Unemployed,0.121,617,11127.22,Other,16.73,36,6,24435.5,4164.08,1,0.1704110822369094,0.4243912392612298
61,Male,Single,High School,45656.5,Employed,0.157,656,11518.17,Home,11.43,36,6,29241.24,27733.48,2,0.9484372071772605,0.2522788650027926
43,Male,Divorced,Master's,32322.91,Self-employed,0.241,816,9703.78,Debt consolidation,9.5,36,1,18759.27,1755.23,0,0.09356600763249316,0.3002136874433645
64,Male,Single,Bachelor's,25153.93,Self-employed,0.256,772,8571.35,Car,10.27,36,6,28274.66,24522.41,1,0.8672928339368183,0.3407558977861511
23,Male,Married,Bachelor's,21447.65,Unemployed,0.203,605,10443.73,Car,14.18,36,8,33740.15,15919.25,3,0.4718191827837161,0.4869405272838749
62,Female,Married,High School,11088.25,Self-employed,0.145,608,16555.51,Other,14.88,60,5,16933.48,10919.52,1,0.6448479580098125,1.4930678871778684
35,Female,Single,Bachelor's,35536.3,Employed,0.176,665,30015.37,Debt consolidation,14.8,36,4,50173.43,24471.05,2,0.4877292622808526,0.8446397064410194
61,Female,Single,Other,29557.27,Employed,0.138,680,12538.22,Medical,13.82,60,6,39574.5,22925.28,4,0.5792942425046431,0.42420088188117505
65,Female,Single,High School,23586.06,Employed,0.108,757,1772.7,Debt consolidation,12.49,36,2,14896.25,9127.0,3,0.6127045397331543,0.07515880142762292
72,Male,Divorced,Other,51416.79,Unemployed,0.07,729,15394.8,Car,9.75,36,4,44844.87,31198.97,0,0.6957087845276394,0.29941192361483476
69,Female,Single,Bachelor's,40747.95,Self-employed,0.01,714,3357.74,Car,13.69,60,7,62497.53,17202.6,0,0.2752524779779297,0.08240267301790642
35,Male,Single,Other,64656.13,Employed,0.092,676,18528.85,Debt consolidation,13.86,36,5,85867.18,60266.71,0,0.7018596627954942,0.28657530229538947
62,Female,Single,Bachelor's,30042.07,Employed,0.143,661,24361.86,Education,11.63,36,4,35337.12,15020.71,1,0.42506887941065935,0.8109248131037575
51,Male,Married,High School,18816.85,Employed,0.206,584,15330.81,Home,14.45,36,6,23348.92,8865.05,3,0.3796770899896012,0.8147383860741836
59,Female,Single,High School,12857.36,Employed,0.191,690,26549.8,Debt consolidation,9.95,36,7,19601.25,11392.89,2,0.5812328295389324,2.0649495697406
50,Male,Married,Bachelor's,39473.4,Employed,0.122,715,29110.2,Education,14.19,36,5,31515.79,21262.3,0,0.6746554663551191,0.7374637097387101
54,Male,Divorced,High School,57719.35,Employed,0.11,761,3573.98,Debt consolidation,12.43,36,7,53474.4,4444.51,2,0.08311472405487486,0.061919962716142855
39,Male,Single,Other,30830.12,Employed,0.063,713,500.0,Debt consolidation,11.85,36,6,34131.85,29969.32,1,0.8780455791291711,0.016217906385054617
32,Female,Single,High School,23152.07,Retired,0.133,745,978.48,Other,11.72,60,5,27856.55,21281.66,2,0.7639732845596457,0.04226317560373651
56,Female,Divorced,Master's,22466.9,Employed,0.295,682,3661.94,Home,14.49,60,7,20491.56,7769.43,2,0.37915268530067986,0.1629926692156016
47,Female,Married,High School,11092.09,Employed,0.084,697,1087.13,Debt consolidation,12.68,36,2,16565.7,12974.65,3,0.7832237695962138,0.09800948243297702
25,Female,Married,Master's,14360.16,Employed,0.073,616,9848.62,Business,12.51,60,4,23500.19,13199.27,3,0.5616665226961995,0.6858294058004926
59,Male,Married,High School,89090.62,Employed,0.405,713,9797.0,Other,13.45,36,3,121952.52,15279.78,2,0.12529285987694228,0.10996668336127867
59,Male,Single,Master's,31678.48,Employed,0.111,759,22941.78,Debt consolidation,10.08,60,7,36529.46,20998.16,2,0.5748280976504991,0.7242070957950002
38,Male,Single,Bachelor's,13127.53,Employed,0.049,637,11679.36,Medical,15.22,36,3,11215.38,9095.39,0,0.8109747507440676,0.8896845027206184
66,Male,Single,Bachelor's,30108.24,Employed,0.38,543,17592.78,Education,18.7,36,1,27411.33,8032.86,7,0.29304889620459856,0.584317781444548
31,Male,Married,PhD,24194.57,Employed,0.106,507,5607.09,Business,14.69,36,2,36398.55,2692.8,2,0.07398096902211763,0.23174993397278812
26,Female,Married,Master's,46598.61,Retired,0.207,609,16051.57,Business,10.45,36,7,45697.0,31547.33,2,0.6903588857036568,0.344464566646945
61,Male,Single,Other,21637.5,Employed,0.173,697,2031.36,Debt consolidation,11.46,36,3,31737.32,26304.28,2,0.8288122626611194,0.09388145580589255
51,Male,Divorced,Bachelor's,24166.6,Employed,0.107,775,11440.8,Debt consolidation,10.67,36,1,23517.37,12679.37,0,0.539149148055246,0.47341371976198554
21,Male,Divorced,High School,34017.49,Employed,0.06,768,24609.93,Medical,9.61,60,3,43434.96,3534.08,2,0.08136487290422277,0.723449319746989
23,Female,Single,High School,38060.33,Employed,0.078,653,10424.48,Other,17.9,36,8,41774.45,12472.57,0,0.29856934082914316,0.27389357895740785
21,Female,Married,High School,19967.71,Employed,0.235,651,26250.9,Other,13.64,60,6,28384.31,20093.31,0,0.7079020064253808,1.314667530728361
66,Male,Single,Bachelor's,56902.8,Employed,0.063,704,19931.54,Other,11.11,60,8,36897.03,25593.13,0,0.6936365880939469,0.35027344875823335
23,Male,Married,Bachelor's,56781.35,Employed,0.238,703,500.0,Home,13.74,36,2,59023.81,20124.56,1,0.3409566410572276,0.008805708212291536
30,Female,Single,Bachelor's,127115.52,Student,0.174,667,7044.89,Home,12.83,36,3,113543.52,106520.24,3,0.9381445986525695,0.055421163363844166
71,Female,Divorced,Master's,35122.38,Employed,0.136,679,14579.92,Debt consolidation,11.65,36,8,50717.86,8027.47,0,0.15827698566146128,0.4151176543275257
72,Male,Single,Master's,18733.62,Retired,0.061,801,32020.48,Education,10.51,36,3,16898.87,6138.59,1,0.3632544661270251,1.7092521359993424
30,Male,Single,Bachelor's,27676.58,Employed,0.253,625,6343.86,Business,12.31,60,6,35902.11,8131.91,3,0.22650228635587155,0.22921401415926387
43,Female,Single,Bachelor's,107087.92,Employed,0.025,745,34719.01,Business,10.94,60,7,163925.35,145308.65,1,0.8864318422989488,0.3242103310999037
32,Male,Married,Master's,10966.2,Student,0.315,673,21577.23,Medical,12.23,36,4,16871.47,12672.59,0,0.7511254206065031,1.9676122996115335
65,Female,Single,Master's,17373.71,Unemployed,0.105,698,500.0,Vacation,11.66,36,6,26547.36,10514.07,1,0.3960495506897861,0.028779115111280205
33,Female,Single,Bachelor's,39827.23,Unemployed,0.268,850,21304.33,Car,13.33,36,3,55251.05,5296.68,1,0.09586568943033662,0.534918697584542
51,Male,Married,Master's,51787.56,Employed,0.126,536,21296.08,Home,14.27,36,5,41597.41,20212.31,2,0.4859030886778768,0.4112199918281534
57,Female,Single,High School,28600.62,Employed,0.307,688,500.0,Debt consolidation,10.38,36,8,49146.81,26956.41,5,0.5484874806727029,0.017482138499095475
59,Female,Married,High School,20600.95,Self-employed,0.101,651,8422.23,Vacation,13.84,60,4,32935.22,4472.35,1,0.13579232201879934,0.4088272628204039
48,Male,Single,Bachelor's,58749.8,Employed,0.128,624,26795.06,Education,12.6,36,10,73391.53,43781.23,6,0.5965433613388358,0.4560876802984861
34,Male,Single,Master's,8552.29,Employed,0.071,590,16555.81,Education,16.29,60,5,12347.77,4523.17,3,0.3663147272746415,1.9358335603680417
28,Female,Single,High School,24282.35,Unemployed,0.045,551,13573.43,Home,15.93,36,8,28863.23,8948.97,2,0.3100474201951756,0.558983376814847
67,Female,Widowed,Bachelor's,41114.52,Employed,0.179,530,18760.55,Education,16.68,36,6,46240.14,27640.72,1,0.5977646261451631,0.4562998668110439
33,Other,Married,High School,13575.01,Self-employed,0.116,720,14422.45,Car,11.28,36,9,27988.91,25378.99,1,0.9067516384167873,1.0624264733506643
52,Female,Single,Bachelor's,37709.25,Employed,0.315,784,11365.15,Education,11.09,36,7,63066.91,38559.09,2,0.611399702316159,0.30138891651252675
62,Female,Married,High School,81358.14,Unemployed,0.096,716,34799.57,Car,9.31,60,6,72638.27,66149.83,1,0.9106746347345552,0.42773310697614275
62,Male,Single,High School,73777.21,Employed,0.271,603,25356.76,Debt consolidation,15.01,60,3,57434.15,10070.2,3,0.17533470940198473,0.3436936690883268
21,Female,Widowed,Bachelor's,46361.5,Unemployed,0.404,684,14438.58,Other,13.77,60,6,56806.56,12573.71,3,0.22134257029469837,0.31143470336378243
61,Female,Married,High School,36800.3,Employed,0.212,590,2561.46,Debt consolidation,13.74,36,6,52983.46,41233.79,3,0.778238907009848,0.06960432387779447
49,Male,Divorced,Bachelor's,42321.7,Employed,0.293,800,17740.08,Business,5.01,60,6,37256.73,13574.14,1,0.3643406171180347,0.4191721977141751
27,Male,Single,Master's,49186.06,Self-employed,0.3,770,4483.38,Other,13.71,36,7,57400.07,22303.57,0,0.3885634634243477,0.09115143599629652
24,Female,Married,Bachelor's,17087.82,Employed,0.258,616,7405.14,Car,10.74,36,8,28103.12,8704.71,2,0.3097417653271238,0.4333577952014944
37,Male,Married,Bachelor's,66130.28,Employed,0.492,706,10725.17,Medical,11.68,60,6,104389.19,64431.45,3,0.6172233925754189,0.1621824374552777
70,Male,Single,Master's,50069.37,Employed,0.079,765,11830.7,Debt consolidation,10.25,36,5,47584.68,18049.4,0,0.37931115644783153,0.23628617655864254
47,Female,Married,High School,34588.85,Employed,0.212,657,12600.25,Debt consolidation,13.78,36,5,47446.36,10872.21,6,0.22914739929469824,0.36428646803811054
31,Male,Single,High School,59496.38,Employed,0.046,660,2699.26,Car,13.19,36,5,73668.58,41096.88,0,0.5578617098361336,0.045368474518953934
70,Female,Single,Master's,23538.18,Retired,0.043,709,7821.42,Medical,13.54,36,4,31194.98,9330.43,1,0.2991003680720424,0.3322865234270449
39,Female,Single,Master's,81782.01,Unemployed,0.198,693,6640.84,Other,11.16,36,12,94941.25,11501.5,1,0.12114333864363488,0.08120172150329884
30,Male,Married,Bachelor's,15776.25,Employed,0.172,733,13767.72,Debt consolidation,13.08,36,3,16012.87,14935.3,1,0.9327060046075437,0.8726864749227478
43,Male,Single,High School,53642.65,Employed,0.089,635,28498.48,Debt consolidation,12.6,60,3,36151.92,33454.65,3,0.9253906846441352,0.5312653271231007
21,Female,Married,High School,34226.03,Employed,0.128,746,11413.48,Debt consolidation,12.52,36,7,46729.2,4992.55,2,0.10684004862056275,0.3334736748609173
58,Other,Divorced,Master's,54021.15,Employed,0.246,773,15575.36,Debt consolidation,10.53,36,6,51292.57,4968.85,3,0.09687270495512314,0.2883196673895317
73,Female,Married,High School,31076.4,Unemployed,0.045,650,12805.66,Debt consolidation,15.99,36,2,29391.32,27671.31,4,0.9414789808691818,0.41207025266761915
60,Male,Married,High School,35366.99,Self-employed,0.128,773,13294.72,Home,7.24,60,7,39115.33,6647.04,0,0.16993439656523412,0.37590759066575924
24,Male,Married,High School,8810.52,Employed,0.285,669,15444.16,Business,15.65,36,3,8083.47,7376.61,5,0.9125548805154221,1.7529226424774018
31,Female,Married,High School,17141.8,Employed,0.085,659,20096.17,Debt consolidation,8.12,36,3,11612.04,8961.38,2,0.7717317542826237,1.1723488781808211
56,Other,Married,Other,28717.14,Employed,0.152,637,19920.47,Other,14.84,60,2,35108.15,13246.17,1,0.37729615488141643,0.6936787577035876
63,Male,Married,Bachelor's,51577.77,Retired,0.31,754,14302.46,Car,10.23,60,3,34740.3,5569.68,2,0.160323313270179,0.27729892160905756
21,Female,Married,High School,18053.59,Employed,0.223,848,13261.84,Vacation,8.11,60,4,30186.75,5608.37,2,0.18578912933654665,0.7345818754053903
40,Other,Single,Bachelor's,30738.57,Employed,0.206,704,17157.34,Debt consolidation,9.58,60,6,33779.59,16725.28,4,0.49512975142682314,0.5581697522038274
27,Male,Married,Master's,43482.93,Self-employed,0.024,804,5094.78,Other,9.15,36,6,53556.71,36046.21,1,0.6730475042249607,0.11716735739748908
27,Male,Single,PhD,98761.89,Employed,0.049,627,2407.58,Business,12.58,36,6,101106.33,90158.76,2,0.8917222096776729,0.02437762177293286
62,Female,Single,Master's,62828.38,Self-employed,0.303,796,15848.64,Debt consolidation,11.47,60,9,46211.68,35126.56,4,0.7601229818954861,0.25225288317158584
53,Female,Single,Bachelor's,41799.59,Employed,0.28,738,13718.86,Car,12.9,36,3,53792.3,4619.93,1,0.08588459686609422,0.3282056115861424
30,Male,Single,High School,34683.26,Retired,0.071,686,14154.58,Other,13.67,36,8,39522.71,20878.59,2,0.5282681779665412,0.4081098489588349
59,Female,Single,Other,16418.66,Employed,0.177,756,8901.94,Debt consolidation,11.13,36,1,15429.79,11497.54,2,0.7451520727112942,0.5421843195486112
45,Male,Single,Bachelor's,44298.0,Employed,0.302,720,12706.69,Debt consolidation,10.77,36,6,41329.71,2202.8,3,0.05329822057788453,0.2868456815206104
41,Male,Married,High School,23754.52,Employed,0.313,669,10591.59,Education,11.84,60,4,35928.64,19093.58,0,0.5314306358381503,0.4458768268102239
59,Female,Single,High School,26469.84,Unemployed,0.252,659,22700.88,Debt consolidation,14.03,60,7,43650.63,20851.15,3,0.4776826817848907,0.8576130418619833
29,Female,Single,High School,43579.78,Employed,0.118,722,30993.16,Home,13.39,60,4,37738.52,4669.62,0,0.12373617195374913,0.7111821124383831
